dataid,active_record,building_type,program_579,program_baseline,program_energy_internet_demo,program_lg_appliance,program_verizon,program_ccet_group,program_civita_group,city,state,pv,pv_panel_direction,total_amount_of_pv,amount_of_south_facing_pv,amount_of_west_facing_pv,amount_of_east_facing_pv,date_enrolled,date_withdrawn,house_construction_year,total_square_footage,first_floor_square_footage,second_floor_square_footage,third_floor_square_footage,half_floor_square_footage,lower_level_square_footage,audit_2011,audit_2013_2014,survey_2011,survey_2012,survey_2013,survey_2014,number_of_nests,indoor_temp_min_time,indoor_temp_max_time,gas_ert_min_time,gas_ert_max_time,water_ert_min_time,water_ert_max_time,egauge_min_time,egauge_max_time,use,grid,gen,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,car1,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,heater1,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,pool2,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,shed1,sprinkler1,utilityroom1,venthood1,waterheater1,waterheater2,winecooler1
6685,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,,,,,,2011-11-22,,2011,1539.0,576.0,963.0,0.0,0.0,0.0, , , , ,yes, ,2,,,2012-04-11 18:59:48-05,2019-04-18 18:50:54.160609-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7108,yes,Single-Family Home,,,yes,,,CCET - UT Text,,Austin,Texas,yes,South;West,4.25,,2.0,,2011-11-22,,2011,1435.0,602.0,833.0,0.0,0.0,0.0, , ,yes, , , ,,,,2012-04-11 18:58:42-05,2017-12-01 06:33:05-06,,,2012-05-18 19:00:00-05,2019-03-18 02:59:00-05,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7460,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,South;East,6.21,2.3,0.0,3.91,2011-11-22,,,,,,,,, , , , , , ,,,,2012-04-12 14:30:57-05,2019-04-18 18:59:43.96422-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7627,yes,Single-Family Home,,,yes,yes,,,,Austin,Texas,yes,South;West,5.712,2.856,2.856,0.0,2011-11-22,,2008,2669.0,1455.0,1214.0,0.0,0.0,0.0, , ,yes, , ,yes,2,,,2012-04-12 18:16:01-05,2015-10-14 04:28:19-05,,,2012-05-02 19:00:00-05,2019-03-11 02:59:00-05,yes,yes,yes,yes,,,,,yes,,,,,,,,yes,,,,yes,yes,yes,,,yes,,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,yes,yes,,,,,,yes,,,
7682,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,South,5.55,5.55,0.0,,2011-11-22,,2008,1948.0,,,,,, , ,yes, , , ,,,,2012-04-11 18:59:49-05,2019-04-18 17:17:38.917265-05,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7739,yes,Single-Family Home,,,yes,,,CCET - Text Message,,Austin,Texas,yes,South,5.0,5.0,0.0,,2011-11-22,,2008,1439.0,1439.0,0.0,0.0,0.0,, , , , , , ,,,,2012-04-11 18:59:59-05,2019-04-17 08:33:00.003226-05,,,2012-05-02 19:00:00-05,2019-03-18 02:59:00-05,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7741,yes,Town Home,,,yes,,,CCET - Control,,Austin,Texas,yes,South,6.125,6.125,0.0,,2011-11-22,,2008,1842.0,1379.0,463.0,0.0,0.0,0.0, , , ,yes,yes, ,,,,2012-10-02 08:08:36-05,2019-04-18 18:33:04.267956-05,,,2012-05-02 19:00:00-05,2019-03-18 02:59:00-05,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7800,yes,Single-Family Home,,,yes,,,CCET - Pricing Trial,,Austin,Texas,yes,South,5.145,5.145,0.0,,2011-11-22,,2008,2075.0,2075.0,,,,, , ,yes,yes,yes,yes,,,,2012-04-11 18:57:34-05,2013-05-10 16:26:46-05,2015-08-21 09:15:41.946681-05,2018-02-20 23:55:00-06,2012-09-01 19:00:00-05,2018-06-30 23:59:00-05,yes,yes,yes,yes,,,,,,,yes,,,,,,yes,,,,yes,yes,,yes,,yes,,,,,,,,,,,,yes,yes,yes,,,,,,yes,,,,yes,,,,,,,,yes,,,,,,yes,,,
7813,yes,Town Home,,,yes,,,,,Austin,Texas,,,,,,,2011-11-22,,2009,1576.0,,,,,, , ,yes, , , ,,,,2012-04-11 18:56:06-05,2013-05-10 16:29:55-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7850,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,South;West,6.0,2.5,3.5,,2011-11-22,,2007,2345.0,1385.0,960.0,0.0,0.0,0.0, , , , ,yes, ,2,,,2012-11-17 17:35:44-06,2017-06-12 12:14:49-05,,,2012-05-15 19:00:00-05,2019-03-18 02:47:00-05,yes,yes,yes,yes,,,,,,,,,,,,yes,yes,,,,yes,yes,yes,,,yes,,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,
7900,yes,Single-Family Home,,,yes,,,CCET - Text Message,,Austin,Texas,yes,South;West,6.27,2.59,3.68,,2011-11-22,,2009,2631.5,2631.5,0.0,0.0,0.0,0.0, , ,yes,yes, ,yes,,,,2012-04-11 18:08:48-05,2019-04-18 18:59:58.328673-05,,,2014-05-13 19:00:00-05,2018-04-07 18:59:00-05,yes,yes,yes,yes,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
7919,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,West,6.105,0.0,6.105,0.0,2011-11-22,,2008,3246.0,1706.0,1540.0,0.0,0.0,0.0, , , , , , ,,,,2012-04-11 18:58:31-05,2019-04-18 18:58:55.913319-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7965,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,South;West,6.25,3.25,3.0,,2011-11-22,,2009,3242.0,1540.0,1702.0,0.0,0.0,0.0, , , , , , ,2,,,2012-04-11 18:59:25-05,2019-04-07 16:27:48.35435-05,,,2013-12-03 00:00:00-06,2019-03-12 02:56:00-05,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8156,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,,6.7,,,,2011-11-22,,2008,2669.0,1455.0,1214.0,0.0,0.0,0.0, , , , , , ,,,,2012-04-11 18:59:43-05,2019-04-18 18:58:21.316077-05,,,2014-06-11 00:00:00-05,2018-06-30 23:59:00-05,yes,yes,yes,yes,,,,,yes,,,,,,,yes,yes,,,,yes,,yes,,,yes,,,,,,,,,,yes,yes,yes,yes,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,,,,,
8386,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,,,,,,2011-11-22,,2007,1720.0,1720.0,,,,, , ,yes, , , ,,,,2012-11-17 17:57:47-06,2018-01-31 02:59:32-06,,,2014-05-21 00:00:00-05,2018-06-30 23:59:00-05,yes,yes,,yes,,,,,,,yes,,,,,,yes,,,,yes,yes,,yes,,yes,,,,,,,,yes,,yes,yes,,,,,,,yes,,yes,,,,yes,,,,,,,yes,yes,,,,,,,,,
